"num_user_for_reviews","log_num_user_for_reviews"
152,2.18184358794477
316,2.4996870826184
131,2.11727129565576
1193,3.07664044367034
230,2.36172783601759
297,2.47275644931721
474,2.67577834167409
692,2.84010609445676
1690,3.22788670461367
388,2.58883172559421
113,2.05307844348342
374,2.57287160220048
524,2.71933128698373
657,2.81756536955978
1138,3.05614226205905
539,2.73158876518674
1049,3.02077548819356
828,2.91803033678488
160,2.20411998265592
660,2.81954393554187
269,2.42975228000241
217,2.33645973384853
224,2.35024801833416
351,2.54530711646582
163,2.21218760440396
239,2.37839790094814
161,2.20682587603185
164,2.2148438480477
261,2.41664050733828
155,2.19033169817029
263,2.41995574848976
890,2.94939000664491
1166,3.066698550423
130,2.11394335230684
112,2.04921802267018
407,2.60959440922522
1103,3.04257551244019
177,2.24797326636181
742,2.87040390527903
293,2.46686762035411
139,2.14301480025409
139,2.14301480025409
322,2.50785587169583
593,2.77305469336426
866,2.93751789201735
3189,3.50365451924296
2417,3.38327665040765
154,2.18752072083646
824,2.91592721169712
462,2.66464197555613
1236,3.0920184707528
646,2.81023251799508
125,2.09691001300806
503,2.70156798505593
267,2.42651126136458
815,2.91115760873998
169,2.22788670461367
419,2.6222140229663
289,2.46089784275655
515,2.71180722904119
326,2.51321760006794
394,2.59549622182557
683,2.83442070368153
156,2.19312459835446
132,2.12057393120585
515,2.71180722904119
643,2.80821097292422
2054,3.31260043926126
222,2.34635297445064
577,2.76117581315573
