,GP,sent_to_AS,career-years,avg-all-star
daviswa01,1.0,2.0,7.076712328767123,0.28261711188540456
daviswi02,2.0,2.0,19.07123287671233,0.10486998994397356
dawlebi01,1.0,1.0,6.2246575342465755,0.16065140845070422
dawsoan01,8.0,8.0,20.063013698630137,0.3987436842823979
deandi01,4.0,4.0,17.01095890410959,0.23514253502979546
decindo01,1.0,1.0,14.076712328767123,0.07103931490852472
degroja01,1.0,1.0,2.3013698630136985,0.43452380952380953
delabst01,1.0,1.0,4.695890410958904,0.21295215869311554
delgaca01,2.0,2.0,15.616438356164384,0.1280701754385965
demaejo01,0.0,1.0,10.449315068493151,0.09570005243838489
demarfr02,2.0,2.0,11.901369863013699,0.1680478821362799
dempsry01,1.0,2.0,15.364383561643836,0.13017118402282454
dentbu01,3.0,3.0,11.287671232876713,0.2657766990291262
derripa01,4.0,6.0,14.46027397260274,0.41492989768851835
desmoia01,1.0,2.0,7.063013698630137,0.2831652443754849
diazal02,1.0,1.0,0.4931506849315068,2.0277777777777777
diazbo01,2.0,2.0,11.846575342465753,0.16882516188714153
dibblro01,2.0,2.0,7.257534246575342,0.27557568893922235
dickebi01,8.0,11.0,18.076712328767123,0.6085177326462564
dickera01,1.0,1.0,15.427397260273972,0.06481974782454271
dicksja01,0.0,1.0,3.7315068493150685,0.26798825256975034
dicksmu01,1.0,1.0,19.96986301369863,0.05007545616682672
dierkla01,1.0,2.0,13.032876712328767,0.15345806180365779
dietzdi01,1.0,1.0,7.2904109589041095,0.1371664787673807
dillibo01,1.0,1.0,5.454794520547945,0.1833249623304872
dimagdo01,6.0,7.0,13.07123287671233,0.5355271431565709
dimagjo01,11.0,13.0,15.419178082191781,0.8431058990760483
dimagvi01,2.0,2.0,9.136986301369863,0.21889055472263869
disarga01,1.0,1.0,10.63013698630137,0.09407216494845361
dobsojo01,0.0,1.0,15.021917808219179,0.06656939631588546
dobsopa01,0.0,1.0,10.312328767123288,0.096971307120085
dobyla01,6.0,7.0,12.065753424657535,0.5801544050862851
doerrbo01,8.0,9.0,14.391780821917807,0.6253569388920617
donaljo02,3.0,3.0,6.4301369863013695,0.46655304644226675
donnebr01,1.0,1.0,8.293150684931506,0.12058143376280146
donovdi01,2.0,5.0,15.145205479452056,0.3301374819102749
doolise01,1.0,1.0,4.326027397260274,0.23115896136795439
dotsori01,1.0,1.0,10.758904109589041,0.09294626941685766
downial01,1.0,1.0,15.994520547945205,0.06252141144227476
downibr01,1.0,1.0,19.35890410958904,0.05165581658647042
doziebr01,1.0,1.0,4.405479452054794,0.2269900497512438
drabedo01,1.0,1.0,12.331506849315069,0.08109309042435014
draveda01,1.0,1.0,7.1726027397260275,0.13941940412528647
drewjd01,1.0,1.0,13.063013698630137,0.0765520134228188
dropowa01,1.0,1.0,12.084931506849315,0.08274767626388574
drysddo01,8.0,9.0,13.30958904109589,0.6762041992589544
duchsju01,1.0,2.0,8.767123287671232,0.22812500000000002
dukeza01,0.0,1.0,11.252054794520548,0.088872656440224
duncada01,0.0,1.0,12.413698630136986,0.08055616861619952
duncama01,1.0,1.0,12.449315068493151,0.08032570422535211
dunnad01,1.0,2.0,13.2,0.15151515151515152
dunstsh01,1.0,2.0,17.484931506849314,0.11438420557818867
durenry01,1.0,4.0,10.904109589041095,0.3668341708542714
durhale01,1.0,2.0,9.315068493150685,0.2147058823529412
durhara01,2.0,2.0,13.435616438356165,0.14885807504078302
durocle01,2.0,3.0,19.556164383561644,0.15340431493415524
duvalad01,1.0,1.0,2.271232876712329,0.44028950542822676
dyeje01,2.0,2.0,13.391780821917807,0.1493453355155483
dykesji01,1.0,2.0,21.41917808219178,0.09337426451777948
dykstle01,2.0,3.0,11.04931506849315,0.271510042152244
earlyja01,1.0,1.0,10.416438356164383,0.09600210415570753
easleda01,1.0,1.0,16.136986301369863,0.06196943972835314
easlemi01,1.0,1.0,14.087671232876712,0.07098405289770518
eckerde01,6.0,6.0,23.473972602739725,0.2556022408963586
eckstda01,2.0,2.0,9.506849315068493,0.21037463976945245
edmonji01,4.0,4.0,17.043835616438358,0.23468895675936344
edwarbr01,1.0,2.0,10.232876712328768,0.19544846050870146
edwarjo01,2.0,3.0,13.273972602739725,0.2260061919504644
elliobo01,5.0,7.0,14.04931506849315,0.49824492979719187
ellisdo01,1.0,1.0,11.287671232876713,0.08859223300970873
ellissa01,0.0,1.0,7.156164383561644,0.139739663093415
ellsbja01,1.0,1.0,9.265753424657534,0.10792430514488469
ellswdi01,0.0,1.0,13.01095890410959,0.07685828595493788
elstodo01,1.0,2.0,11.04931506849315,0.18100669476816267
encared01,2.0,3.0,11.282191780821918,0.26590577950461386
engleda01,0.0,1.0,8.293150684931506,0.12058143376280146
engliwo01,1.0,1.0,11.189041095890412,0.08937316356513222
ennisde01,3.0,3.0,13.136986301369863,0.2283628779979145
ensbemo01,1.0,1.0,7.682191780821918,0.13017118402282454
ericksc01,0.0,1.0,15.964383561643835,0.06263943710314056
erskica01,1.0,1.0,10.893150684931507,0.09180080482897383
erstada01,2.0,2.0,13.315068493150685,0.15020576131687244
escobal02,1.0,1.0,8.084931506849315,0.12368688580142324
estessh01,1.0,1.0,13.032876712328767,0.07672903090182889
estrach01,1.0,2.0,7.142465753424657,0.28001534330648253
estrajo01,1.0,1.0,7.197260273972603,0.13894175866006853
estrama01,0.0,1.0,8.117808219178082,0.12318596017549781
